Ano	ID_da_mesoregiao	Nome_da_mesoregiao	Valor_bruto_agropecuaria	Valor_bruto_industria	Valor_bruto_servicos	Valor_bruto_administracao	Valor_bruto_total	Impostos	PIB	Populacao	PIB_per_capita
2010	2304	Sertões Cearenses	426785.0	389658.0	1300769.0	1677517.0	3794728.0	249959.0	4044689.0	870097.0	125743.82
2010	2305	Jaguaribe	625838.0	548063.0	1134645.0	1042244.0	3350790.0	308123.0	3658911.0	528487.0	125279.47000000002
2010	2306	Centro-Sul Cearense	205739.0	183586.0	800815.0	720250.0	1910392.0	179616.0	2090008.0	376299.0	63377.51
2010	2303	Metropolitana de Fortaleza	258016.0	10927315.0	24265140.0	6722808.0	42173278.0	7808838.0	49982117.0	3462697.0	142295.93
2010	2402	Central Potiguar	172864.0	948215.0	1150475.0	1122895.0	3394450.0	297537.0	3691987.0	381930.0	315418.33999999997
2010	2401	Oeste Potiguar	412840.0	2886156.0	2905575.0	2362670.0	8567237.0	793614.0	9360846.0	826808.0	463154.38999999996
2010	2404	Leste Potiguar	429606.0	3697403.0	9657404.0	4362478.0	18146889.0	2798217.0	20945109.0	1532553.0	219442.06999999998
2010	2403	Agreste Potiguar	133304.0	151306.0	539775.0	1216222.0	2040613.0	145947.0	2186559.0	426842.0	210127.31
2010	2501	Sertão Paraibano	319295.0	407432.0	1679306.0	2398040.0	4804078.0	351047.0	5155121.0	863214.0	417123.68000000005
2010	2503	Agreste Paraibano	502189.0	1592586.0	3195795.0	3295552.0	8586131.0	890368.0	9476494.0	1213391.0	354308.88999999996
2010	2502	Borborema	154840.0	103570.0	390868.0	861861.0	1511136.0	65165.0	1576298.0	298304.0	233544.47
2010	2504	Mata Paraibana	407932.0	3332916.0	7387223.0	3823831.0	14951900.0	2362679.0	17314577.0	1391925.0	236096.78000000012
2010	2605	Metropolitana de Recife	218277.0	12713434.0	28468235.0	8527342.0	49927286.0	11000433.0	60927721.0	3691057.0	229165.41
2010	2601	Sertão Pernambucano	401146.0	926006.0	1816349.0	2282168.0	5425671.0	443091.0	5868761.0	997764.0	202551.5800000001
2010	2602	São Francisco Pernambucano	810374.0	1405021.0	1822561.0	1365079.0	5403034.0	536486.0	5939520.0	578302.0	117960.81999999999
2010	2603	Agreste Pernambucano	1249471.0	1547382.0	5283516.0	5112698.0	13193061.0	1364403.0	14557460.0	2217212.0	373023.26999999996
2010	2604	Mata Pernambucana	1283146.0	1599890.0	3023914.0	3096489.0	9003438.0	892850.0	9896290.0	1311697.0	299581.79999999993
2010	2701	Sertão Alagoano	207400.0	173205.0	482133.0	939664.0	1802405.0	91056.0	1893458.0	432745.0	106351.96999999999
2010	2703	Leste Alagoano	2153260.0	4167762.0	8309335.0	4383188.0	19013540.0	2398324.0	21411856.0	2064687.0	393293.69000000006
2010	2702	Agreste Alagoano	550468.0	367319.0	1300178.0	1306326.0	3524290.0	303433.0	3827721.0	623490.0	110385.23
2010	2803	Leste Sergipano	771066.0	4805764.0	7601370.0	4276875.0	17455083.0	2324055.0	19779130.0	1397014.0	525628.43
2010	2802	Agreste Sergipano	426770.0	307932.0	1020396.0	1319489.0	3074588.0	281139.0	3355726.0	446327.0	125065.62999999999
2010	2801	Sertão Sergipano	313939.0	1744895.0	383119.0	715218.0	3157169.0	112868.0	3270038.0	224690.0	178039.22
2010	2906	Centro Sul Baiano	1792172.0	2180755.0	5666919.0	4532753.0	14172603.0	1242513.0	15415115.0	2478542.0	565551.79
2010	2902	Vale São-Franciscano da Bahia	717468.0	2157202.0	2015835.0	1864350.0	6754861.0	417463.0	7172319.0	964629.0	151844.5
2010	2904	Nordeste Baiano	1862029.0	1801685.0	2927657.0	2876349.0	9467719.0	613132.0	10080855.0	1545711.0	344788.56
2010	2903	Centro Norte Baiano	1058468.0	3223834.0	6701934.0	3918081.0	14902324.0	1862236.0	16764554.0	2229776.0	406684.3899999999
2010	2907	Sul Baiano	2302613.0	5036656.0	7177077.0	3867758.0	18384101.0	1695047.0	20079162.0	2012004.0	627135.4499999998
2010	2905	Metropolitana de Salvador	572484.0	21398686.0	35034077.0	7587798.0	64593044.0	12547813.0	77140856.0	4211321.0	573344.68
2010	2901	Extremo Oeste Baiano	2404111.0	941075.0	2676213.0	1118956.0	7140350.0	626330.0	7766683.0	579449.0	245458.59
2010	3105	Triângulo Mineiro/Alto Paranaíba	5128709.0	15450433.0	19098214.0	5137237.0	44814596.0	6647657.0	51462252.0	2141165.0	1518401.11
2010	3106	Central Mineira	829927.0	1173019.0	1961282.0	967269.0	4931501.0	495208.0	5426710.0	412691.0	331504.96
2010	3112	Zona da Mata	1466777.0	6156717.0	11597241.0	4920998.0	24141726.0	3284599.0	27426335.0	2175254.0	1193551.8500000003
2010	3108	Vale do Rio Doce	749455.0	6445911.0	7875214.0	3826483.0	18897066.0	2388659.0	21285722.0	1620740.0	722444.14
2010	3109	Oeste de Minas	931446.0	3182165.0	5407914.0	2170257.0	11691778.0	1474137.0	13165916.0	955063.0	554095.6500000001
2010	3104	Vale do Mucuri	348958.0	512216.0	1248106.0	842492.0	2951769.0	220585.0	3172355.0	385419.0	135693.84
2010	3102	Norte de Minas	1229880.0	2503805.0	4834560.0	3474934.0	12043175.0	1218429.0	13261613.0	1610587.0	524817.85
2010	3110	Sul/Sudoeste de Minas	3290999.0	9274267.0	16074701.0	5621106.0	34261078.0	4762869.0	39023955.0	2439168.0	1794979.9499999997
2010	3111	Campo das Vertentes	464251.0	1597835.0	2807783.0	1256887.0	6126755.0	705124.0	6831879.0	554400.0	391826.95000000007
2010	3103	Jequitinhonha	393327.0	408945.0	1345702.0	1527668.0	3675645.0	192568.0	3868211.0	699523.0	264108.39999999997
2010	3107	Metropolitana de Belo Horizonte	862542.0	53371801.0	66645060.0	15428402.0	136307795.0	24190052.0	160497846.0	6234915.0	1922306.8799999992
2010	3101	Noroeste de Minas	1389643.0	1193446.0	1874298.0	873694.0	5331081.0	369541.0	5700626.0	366384.0	256917.73000000004
2010	3203	Central Espírito-santense	660660.0	16213114.0	21197317.0	6216547.0	44287643.0	13028632.0	57316273.0	1984789.0	532818.1599999999
2010	3201	Noroeste Espírito-santense	406592.0	971091.0	1878099.0	1285455.0	4541234.0	516335.0	5057570.0	413001.0	179021.74000000002
2010	3204	Sul Espírito-santense	405857.0	5080509.0	3161887.0	1774417.0	10422669.0	739419.0	11162086.0	566043.0	540470.6700000002
2010	3202	Litoral Norte Espírito-santense	770090.0	4684836.0	3255728.0	1855731.0	10566383.0	1207972.0	11774352.0	548839.0	252897.06999999995
2010	3305	Sul Fluminense	188653.0	13167385.0	12450212.0	4883701.0	30689952.0	6530702.0	37220653.0	1062488.0	673735.3
2010	3301	Noroeste Fluminense	218068.0	511336.0	1591237.0	1403856.0	3724497.0	251547.0	3934116.0	317476.0	143214.58000000002
2010	3304	Baixadas	86302.0	13809074.0	8683798.0	3335241.0	25914418.0	900483.0	26814898.0	701140.0	338042.98000000004
2010	3303	Centro Fluminense	289446.0	1892223.0	3345459.0	2137456.0	7664582.0	979043.0	8641601.0	481411.0	286297.07999999996
2010	3306	Metropolitana do Rio de Janeiro	415880.0	46088378.0	151232471.0	52732298.0	250469031.0	58821076.0	309290107.0	12581766.0	513145.24000000005
2010	3302	Norte Fluminense	336217.0	37724971.0	18359337.0	4529003.0	60949528.0	3007196.0	63956726.0	849302.0	607666.0700000001
2010	3508	Presidente Prudente	1427712.0	3153979.0	6551495.0	2082420.0	13215612.0	1206482.0	14422097.0	847919.0	804046.71
2010	3501	São José do Rio Preto	3078239.0	6176240.0	14380702.0	3909502.0	27544692.0	2988225.0	30532920.0	1569321.0	1945182.610000001
2010	3507	Campinas	1903562.0	40700177.0	55190825.0	10104790.0	107899348.0	23795680.0	131695025.0	3786780.0	1302532.0100000002
2010	3504	Bauru	2192977.0	8574853.0	13739156.0	3510523.0	28017515.0	3435787.0	31453302.0	1454490.0	962685.6899999997
2010	3506	Piracicaba	1069385.0	13164883.0	15803854.0	3401294.0	33439414.0	5653763.0	39093178.0	1377780.0	623731.4899999999
2010	3511	Itapetininga	1643399.0	3941312.0	4956908.0	1999842.0	12541457.0	1396904.0	13903989.0	825231.0	483669.16000000003
2010	3502	Ribeirão Preto	3697197.0	12151930.0	25627488.0	6015318.0	47491938.0	5696677.0	53174231.0	2377124.0	1267973.5399999998
2010	3503	Araçatuba	1569052.0	2961946.0	5682787.0	1752257.0	11966044.0	1168298.0	13134342.0	695907.0	654175.9300000002
2010	3512	Macro Metropolitana Paulista	1263017.0	27918161.0	36517206.0	6547827.0	72246206.0	15496443.0	87742650.0	2644762.0	995455.29
2010	3509	Marília	782250.0	1777455.0	3941693.0	1134367.0	7635760.0	824579.0	8458162.0	440043.0	342816.69999999995
2010	3505	Araraquara	1009131.0	5835040.0	8013557.0	2021937.0	16879673.0	2317585.0	19197255.0	811046.0	352682.09
2010	3513	Vale do Paraíba Paulista	299439.0	24820617.0	24809736.0	5866196.0	55795984.0	12190388.0	67986368.0	2262723.0	618429.76
2010	3515	Metropolitana de São Paulo	543427.0	135903821.0	434437366.0	51716070.0	622600690.0	145501077.0	768101762.0	21142508.0	1294259.1
2010	3510	Assis	1146009.0	1967314.0	4174016.0	1395281.0	8682618.0	839531.0	9510571.0	554046.0	621907.6900000004
2010	3514	Litoral Sul Paulista	1006649.0	1054743.0	2627466.0	1194597.0	5883454.0	406687.0	6290139.0	462480.0	244813.13999999998
2010	4104	Norte Pioneiro Paranaense	1646774.0	1069755.0	2562248.0	1200926.0	6479709.0	470532.0	6950239.0	546118.0	574631.1
2010	4110	Metropolitana de Curitiba	1439209.0	26621332.0	49011979.0	8252312.0	85324829.0	20883540.0	106208374.0	3488457.0	694443.89
2010	4102	Centro Ocidental Paranaense	1061378.0	720575.0	2117134.0	750939.0	4650024.0	400773.0	5050798.0	334254.0	356231.38999999996
2010	4101	Noroeste Paranaense	1670595.0	1822346.0	3463200.0	1536755.0	8492911.0	701992.0	9194894.0	678472.0	802454.7100000001
2010	4103	Norte Central Paranaense	2569469.0	7618420.0	17948408.0	4468337.0	32604633.0	4817338.0	37421973.0	2037151.0	1089592.2100000002
2010	4107	Sudoeste Paranaense	1687404.0	2231820.0	2982972.0	1111889.0	8014085.0	636864.0	8650944.0	497147.0	705216.81
2010	4106	Oeste Paranaense	2929874.0	6640708.0	9872575.0	2821904.0	22265065.0	1973589.0	24238657.0	1219389.0	862863.9799999999
2010	4109	Sudeste Paranaense	1753605.0	788318.0	1717473.0	891240.0	5150636.0	380509.0	5531143.0	404867.0	303176.97
2010	4105	Centro Oriental Paranaense	1821796.0	4153084.0	4933766.0	1527539.0	12436183.0	1509077.0	13945260.0	689376.0	257068.0
2010	4108	Centro-Sul Paranaense	1221220.0	2555025.0	2559525.0	1170720.0	7506489.0	506477.0	8012965.0	544370.0	370254.17000000004
2010	4203	Serrana	1105604.0	2087320.0	2678631.0	1077591.0	6949152.0	721653.0	7670802.0	406825.0	483147.65000000014
2010	4201	Oeste Catarinense	3690332.0	6987677.0	10622387.0	3223663.0	24524056.0	3017632.0	27541696.0	1200723.0	2479959.9400000004
2010	4204	Vale do Itajaí	1128292.0	11132736.0	17864823.0	4185154.0	34311007.0	8241939.0	42552946.0	1509273.0	1088581.01
2010	4205	Grande Florianópolis	556671.0	3878320.0	11728233.0	2720695.0	18883912.0	4358221.0	23242134.0	994687.0	387046.8
2010	4202	Norte Catarinense	1354666.0	13667341.0	12458492.0	3298911.0	30779410.0	5064859.0	35844267.0	1212997.0	536304.89
2010	4206	Sul Catarinense	1106843.0	4858476.0	6733206.0	2323588.0	15022112.0	1852049.0	16874164.0	925177.0	766959.9399999998
2010	4306	Sudoeste Rio-grandense	2027273.0	1045743.0	4107100.0	1843098.0	9023213.0	747741.0	9770955.0	723295.0	324722.86000000004
2010	4301	Noroeste Rio-grandense	6953088.0	7327680.0	15528549.0	5278575.0	35087905.0	3585268.0	38673174.0	1946790.0	3971047.480000002
2010	4303	Centro Ocidental Rio-grandense	1257645.0	1140613.0	3874655.0	1397468.0	7670388.0	669407.0	8339795.0	536988.0	536732.2400000001
2010	4305	Metropolitana de Porto Alegre	1753096.0	30270589.0	55042763.0	12943621.0	100010069.0	20797621.0	120807688.0	4743584.0	1999884.0599999996
2010	4307	Sudeste Rio-grandense	1352333.0	2373468.0	6051997.0	2323041.0	12100840.0	2102124.0	14202965.0	911751.0	361432.1399999999
2010	4302	Nordeste Rio-grandense	1988063.0	11180218.0	11487569.0	2906174.0	27562019.0	5111191.0	32673214.0	1054232.0	1343387.34
2010	4304	Centro Oriental Rio-grandense	1831195.0	4161099.0	6335124.0	2020866.0	14348283.0	2433094.0	16781374.0	778892.0	922745.7599999999
2010	5003	Leste de Mato Grosso do Sul	2350036.0	3858267.0	2474351.0	1293515.0	9976166.0	1211456.0	11187620.0	381261.0	598123.85
2010	5002	Centro Norte de Mato Grosso do Sul	1233719.0	2990531.0	8550794.0	3273570.0	16048616.0	2701944.0	18750559.0	991420.0	282465.37
2010	5004	Sudoeste de Mato Grosso do Sul	3111211.0	1943796.0	4621189.0	2779040.0	12455236.0	1535922.0	13991156.0	832420.0	592410.2600000001
2010	5001	Pantanais Sul Mato-grossense	456647.0	588169.0	1130966.0	840212.0	3015993.0	325322.0	3341317.0	244240.0	80417.32
2010	5104	Centro-Sul Mato-grossense	443867.0	3035111.0	9346846.0	3016062.0	15841884.0	2832474.0	18674359.0	1047575.0	172857.83
2010	5102	Nordeste Mato-grossense	898297.0	366784.0	1270199.0	830779.0	3366059.0	375406.0	3741466.0	276332.0	330097.01999999996
2010	5101	Norte Mato-grossense	3829636.0	2912161.0	6265996.0	2884281.0	15892076.0	1883912.0	17775990.0	942096.0	1003718.72
2010	5105	Sudeste Mato-grossense	2056530.0	2264992.0	4088854.0	1376875.0	9787247.0	1235299.0	11022543.0	447991.0	444293.61999999994
2010	5103	Sudoeste Mato-grossense	1144893.0	1191786.0	1603718.0	946879.0	4887278.0	499316.0	5386599.0	319997.0	357273.98
2010	5203	Centro Goiano	1369859.0	13659166.0	25983962.0	7196525.0	48209509.0	8665103.0	56874613.0	3057020.0	917211.3900000006
2010	5204	Leste Goiano	1370657.0	1551676.0	3934986.0	2553902.0	9411225.0	797521.0	10208752.0	1159711.0	307333.95999999996
2010	5205	Sul Goiano	6369987.0	8882205.0	10025242.0	3285568.0	28562991.0	3581850.0	32144840.0	1272697.0	1947464.9700000002
2010	5202	Norte Goiano	494248.0	1946244.0	1287476.0	748688.0	4476663.0	288230.0	4764891.0	294093.0	446611.8099999999
2010	5201	Noroeste Goiano	771800.0	386801.0	885641.0	541368.0	2585608.0	191403.0	2777011.0	220524.0	294985.48999999993
2010	5301	Distrito Federal	327805	9184149	58259561	53848708	121620223	22553879	144174102	2562963	56252.90
2011	1102	Leste Rondoniense	1895712.0	1873316.0	4722443.0	3906261.0	12397732.0	1630736.0	14028469.0	954063.0	549142.4800000001
2011	1101	Madeira-Guaporé	615117.0	4047303.0	4532637.0	2598943.0	11793999.0	1752247.0	13546244.0	622392.0	136812.65000000002
2011	1202	Vale do Acre	613715.0	854402.0	2968571.0	2150050.0	6586736.0	714727.0	7301466.0	537282.0	137191.68
2011	1201	Vale do Juruá	248910.0	88264.0	387283.0	854094.0	1578551.0	69418.0	1647967.0	209104.0	57277.40000000001
2011	1303	Centro Amazonense	3173935.0	24873094.0	19142017.0	7772740.0	54961788.0	11538249.0	66500032.0	2769848.0	313019.63000000006
2011	1302	Sudoeste Amazonense	423974.0	74116.0	282793.0	1012382.0	1793268.0	39689.0	1832956.0	357653.0	82371.79
2011	1304	Sul Amazonense	626563.0	95893.0	280250.0	781140.0	1783841.0	36594.0	1818649.0	287751.0	62215.37
2011	1301	Norte Amazonense	88918.0	36089.0	95852.0	348355.0	569214.0	13550.0	582765.0	123135.0	29355.53
2011	1401	Norte de Roraima	104846.0	731652.0	2249960.0	2702176.0	5788634.0	523683.0	6312318.0	370522.0	86368.37
2011	1402	Sul de Roraima	70683.0	84109.0	151105.0	627516.0	933410.0	57989.0	991400.0	89643.0	75776.19
2011	1504	Nordeste Paraense	2677240.0	1026406.0	2330673.0	3795098.0	9829409.0	512502.0	10341915.0	1813673.0	264852.27999999997
2011	1506	Sudeste Paraense	2960800.0	24752436.0	8091870.0	3872981.0	39678086.0	2035764.0	41713850.0	1682487.0	609908.9600000001
2011	1502	Marajó	607092.0	122905.0	385506.0	1093898.0	2209403.0	70700.0	2280103.0	495291.0	72779.52
2011	1501	Baixo Amazonas	1276159.0	1810154.0	2038143.0	1624175.0	6748635.0	408728.0	7157364.0	743971.0	119878.62999999999
2011	1505	Sudoeste Paraense	979395.0	859978.0	1089689.0	1118412.0	4047470.0	251929.0	4299397.0	488835.0	109683.93
2011	1503	Metropolitana de Belém	470924.0	6064195.0	16690599.0	4802583.0	28028301.0	4889805.0	32918104.0	2464336.0	113091.27999999998
2011	1602	Sul do Amapá	151627.0	767296.0	3499547.0	3742985.0	8161454.0	674281.0	8835732.0	629007.0	133374.12000000002
2011	1601	Norte do Amapá	70021.0	31817.0	120321.0	333133.0	555293.0	18202.0	573494.0	55302.0	52651.850000000006
2011	1701	Ocidental do Tocantins	1153590.0	1943971.0	3211003.0	3272726.0	9581300.0	979379.0	10560680.0	878822.0	989131.4599999997
2011	1702	Oriental do Tocantins	941450.0	1261953.0	2740365.0	2032385.0	6976151.0	808855.0	7785004.0	522070.0	507368.7699999999
2011	2102	Oeste Maranhense	1291749.0	1199865.0	4065363.0	2529268.0	9086258.0	794288.0	9880544.0	1425259.0	272599.04
2011	2104	Leste Maranhense	776538.0	645053.0	2353434.0	2395375.0	6170392.0	449859.0	6620250.0	1349104.0	189591.60000000006
2011	2101	Norte Maranhense	934658.0	5579359.0	11316310.0	4692043.0	22522373.0	4440850.0	26963221.0	2640580.0	265196.70000000007
2011	2105	Sul Maranhense	1281229.0	596686.0	1335224.0	583536.0	3796676.0	314206.0	4110880.0	312943.0	230668.41
2011	2103	Centro Maranhense	857651.0	283040.0	1607627.0	1562764.0	4311093.0	257540.0	4568633.0	917875.0	190527.55000000002
2011	2204	Sudeste Piauiense	306699.0	345836.0	994105.0	1211075.0	2857721.0	241005.0	3098733.0	522475.0	320072.35
2011	2202	Centro-Norte Piauiense	310848.0	2620240.0	6807912.0	3464316.0	13203321.0	1986772.0	15190093.0	1464973.0	302041.6399999999
2011	2203	Sudoeste Piauiense	1099499.0	573236.0	1163517.0	1229591.0	4065845.0	331993.0	4397836.0	514901.0	457638.3499999999
2011	2201	Norte Piauiense	219746.0	242121.0	1105282.0	1457761.0	3024909.0	229792.0	3254707.0	637979.0	135703.51
2011	2307	Sul Cearense	588768.0	810750.0	2689758.0	1807074.0	5896357.0	528186.0	6424543.0	883317.0	141047.11000000002
2011	2302	Norte Cearense	1153527.0	1196340.0	2069917.0	2195642.0	6615428.0	543766.0	7159200.0	1016590.0	233767.92
2011	2301	Noroeste Cearense	1097629.0	1295849.0	2763094.0	2862992.0	8019559.0	723830.0	8743389.0	1337435.0	242146.62
2011	2304	Sertões Cearenses	890869.0	418095.0	1514930.0	1817671.0	4641561.0	268564.0	4910124.0	874076.0	156301.77
2011	2305	Jaguaribe	781252.0	694810.0	1253079.0	1122964.0	3852104.0	332873.0	4184978.0	531620.0	142685.66
2011	2306	Centro-Sul Cearense	284380.0	197390.0	889820.0	785456.0	2157047.0	199988.0	2357033.0	377698.0	73530.44
2011	2303	Metropolitana de Fortaleza	300785.0	12055138.0	27441003.0	7368434.0	47165361.0	8751199.0	55916559.0	3509419.0	155848.06
2011	2402	Central Potiguar	203867.0	882075.0	1317892.0	1271205.0	3458814.0	343492.0	3802306.0	383534.0	311477.69
2011	2401	Oeste Potiguar	487326.0	3806730.0	3418272.0	2671537.0	10383870.0	938438.0	11322305.0	833657.0	583190.8300000002
2011	2404	Leste Potiguar	469000.0	4272049.0	10470595.0	4943292.0	20154935.0	3113857.0	23268792.0	1551663.0	239771.22999999998
2011	2403	Agreste Potiguar	172183.0	211320.0	657898.0	1364006.0	2405406.0	194117.0	2599525.0	429803.0	257011.58
2011	2501	Sertão Paraibano	444461.0	431159.0	1850213.0	2571510.0	5297337.0	406086.0	5703425.0	866608.0	465152.6100000002
2011	2503	Agreste Paraibano	620090.0	1734486.0	3571123.0	3546745.0	9472440.0	1012806.0	10485244.0	1217992.0	387909.6600000001
2011	2502	Borborema	195856.0	103919.0	421315.0	927093.0	1648189.0	73745.0	1721934.0	299908.0	255995.97999999998
2011	2504	Mata Paraibana	529648.0	3895945.0	7946865.0	4194725.0	16567179.0	2631351.0	19198536.0	1406807.0	268661.52
2011	2605	Metropolitana de Recife	270287.0	14475601.0	32771360.0	9255523.0	56772772.0	12684774.0	69457546.0	3720322.0	257086.36999999997
2011	2601	Sertão Pernambucano	479570.0	867635.0	2207400.0	2503163.0	6057770.0	526237.0	6584003.0	1003380.0	229860.33000000002
2011	2602	São Francisco Pernambucano	655143.0	1403773.0	2166613.0	1515060.0	5740587.0	625418.0	6366008.0	586843.0	123489.62000000001
2011	2603	Agreste Pernambucano	1456381.0	1706365.0	6304254.0	5571802.0	15038803.0	1623552.0	16662360.0	2235859.0	419343.9900000001
2011	2604	Mata Pernambucana	1284194.0	1748139.0	3622742.0	3379402.0	10034482.0	1057163.0	11091645.0	1318502.0	333905.72000000003
2011	2701	Sertão Alagoano	190799.0	308431.0	588285.0	1060484.0	2147998.0	109983.0	2257985.0	434319.0	122701.27000000002
2011	2703	Leste Alagoano	2364654.0	5799062.0	9382720.0	4900577.0	22447017.0	2650481.0	25097502.0	2082482.0	463928.2700000001
2011	2702	Agreste Alagoano	474830.0	402758.0	1577129.0	1480235.0	3934948.0	366893.0	4301837.0	626583.0	120932.96999999999
2011	2803	Leste Sergipano	712965.0	5711824.0	8540688.0	4584994.0	19550470.0	2619129.0	22169599.0	1413536.0	582268.2100000001
2011	2802	Agreste Sergipano	410063.0	375995.0	1181797.0	1421364.0	3389219.0	326992.0	3716210.0	449414.0	133542.83999999997
2011	2801	Sertão Sergipano	236442.0	1645098.0	424755.0	791920.0	3098212.0	124248.0	3222464.0	226869.0	174520.21000000002
2011	2906	Centro Sul Baiano	1994538.0	2328339.0	6556973.0	5072339.0	15952185.0	1377389.0	17329578.0	2483760.0	642155.7200000001
2011	2902	Vale São-Franciscano da Bahia	655078.0	2036571.0	2282032.0	2085783.0	7059466.0	451042.0	7510507.0	971147.0	161945.9
2011	2904	Nordeste Baiano	1580007.0	2120098.0	3484267.0	3252882.0	10437259.0	694684.0	11131941.0	1552344.0	378478.8300000001
2011	2903	Centro Norte Baiano	1053202.0	3626812.0	7748408.0	4398820.0	16827246.0	2067258.0	18894495.0	2236621.0	450705.3500000001
2011	2907	Sul Baiano	2415018.0	4944633.0	8096936.0	4416942.0	19873522.0	1840018.0	21713544.0	2019537.0	680044.6700000003
2011	2905	Metropolitana de Salvador	552500.0	20236498.0	38521478.0	8562308.0	66102702.0	13701548.0	79804249.0	4248453.0	527506.6
2011	2901	Extremo Oeste Baiano	3635976.0	1110764.0	3456986.0	1270952.0	9474675.0	743819.0	10218493.0	585672.0	324991.4
2011	3105	Triângulo Mineiro/Alto Paranaíba	7420718.0	16189064.0	21358700.0	5779047.0	50747523.0	7208237.0	57955758.0	2165595.0	1883438.2999999996
