ID_da_instituicao	Nome_da_instituicao	ID_do_estado	ID_da_mesoregiao	ID_da_microregiao	ID_do_municipio
002600000997	ALMEIDA E CANOAS SERVICOS AGRONOMICOS	35	350002	350015	3547908
000400000997	GEOFUSION	35	350015	350061	3550308
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26	260005	260017	2611606
006700000002	UNIVERSIDADE DE SAO PAULO	35	350006	350028	3538709
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350059	3518800
003900000001	FUNDACAO OSWALDO CRUZ	23	230003	230016	2304400
000800000994	CENTRO DE BIOLOGIA MARINHA	35	350013	350054	3550704
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43	430003	430018	4316907
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24	240001	240001	2408003
002200000990	SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA	35	350009	350038	3516705
033100000009	UNIVERSIDADE FEDERAL DE ALAGOAS	27	270003	270011	2704302
171500000005	UNIVERSIDADE SAO FRANCISCO	35	350012	350048	3507605
885300000006	UNIVERSIDADE DE CUIABA	51	510004	510017	5103403
192500000008	UNIVERSIDADE DE UBERABA	31	310005	310022	3170107
001800000992	INSTITUTO DE MEDICINA INTEGRADA	41	410003	410009	4115200
IX2400000007	FACULDADE MERIDIONAL	43	430001	430010	4314100
001600000999	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA CNPT EMBRAPA TRIGO	43	430001	430010	4314100
006700000002	UNIVERSIDADE DE SAO PAULO	42	420001	420002	4216008
000400000997	ANA FLAVIA SCHURMANN DA SILVA FI	42	420004	420013	4208203
033600000008	UNIVERSIDADE FEDERAL DE VICOSA	31	310012	310062	3171303
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557
000500000999	INSTITUTO DE PSIQUIATRIA HOSPITAL DAS CLINICAS FMUSP	35	350015	350061	3550308
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24	240001	240004	2400208
000700000992	CENTRO SUPERIOR DE ENSINO E DESENVOLVIMENTO	25	250003	250017	2504009
007200000001	UNIVERSIDADE DE FORTALEZA	23	230003	230016	2304400
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13	130003	130007	1302603
780900000000	INSTITUTO DE CARDIOLOGIA DO RIO GRANDE DO SUL	43	430005	430026	4314902
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	27	270002	270005	2700805
342800000000	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	41	410008	410029	4109401
567200000007	UNIVERSIDADE DO VALE DO ITAJAI	42	420004	420013	4208203
000500000999	LABORATORIO NACIONAL DE LUZ SINCROTON	35	350007	350032	3509502
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33	330006	330018	3303302
I3CJ00000006	UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	50	500004	500010	5003702
000200000993	WP CENTRO DE PSICOTERAPIA COGNITIVO COMPORTAMENTAL	43	430003	430018	4316907
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	41	410008	410030	4117602
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31	310007	310030	3106200
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43	430001	430009	4313706
306200000002	UNIVERSIDADE PAULISTA	35	350004	350020	3506003
I22A00000002	UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA	29	290005	290020	2909802
027200000006	INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL	33	330006	330018	3304557
005900000008	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	41	410005	410021	4119905
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51	510002	510011	5101803
032900000005	UNIVERSIDADE ESTADUAL DE MARINGA	41	410001	410002	4128104
023100000001	INSTITUTO AGRONOMICO DO PARANA	41	410003	410011	4113700
892700000006	INSTITUTO FEDERAL CATARINENSE	42	420004	420013	4203204
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33	330002	330003	3301009
892700000006	INSTITUTO FEDERAL CATARINENSE	42	420004	420012	4202404
020100000007	CENTRO UNIVERSITARIO UNIVATES	43	430004	430021	4311403
653900000006	UNIVERSIDADE SAO JUDAS TADEU	35	350015	350061	3550308
003900000001	FUNDACAO OSWALDO CRUZ	31	310007	310030	3106200
000200000993	A PESCACA	24	240002	240011	2402006
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350003	350016	3520442
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO	43	430005	430026	4314902
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350004	350023	3507506
001400000995	BRASILIA MEDICAL CENTER	53	530001	530001	5300108
000200000993	KOELLE EDUCACAO E CULTURA	35	350006	350026	3543907
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43	430007	430033	4314407
498300000002	UNIVERSIDADE JOSE DO ROSARIO VELLANO	35	350015	350061	3550308
001400000995	FOODCOMPANY CONSULTORIA E TREINAMENTO PARA INDUSTRIA DE ALIMENTOS E BEBIDA	41	410010	410037	4106902
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	52	520003	520010	5208707
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	42	420001	420002	4204202
408900000008	UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI	31	310011	310058	3162500
577300000006	UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO	26	260002	260005	2611101
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	52	520003	520010	5219738
000900000996	ATTI PSICOLOGIA CLINICA E CONSULTORIA SOLUCOES COMPORTAMENTAIS	35	350015	350061	3550308
363100000000	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	29	290007	290031	2913606
000200000004	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	31	310005	310022	3170107
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33	330006	330018	3304557
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	42	420001	420002	4216008
000600000990	FAZENDA BOM JESUS DO HERVAL BJH LTDA	42	420003	420009	4213302
001300000993	INSTITUTO CURICACA	43	430005	430026	4314902
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	43	430001	430006	4305207
002000000996	DFVNEURO	35	350015	350061	3550308
000600000990	CLINICA RENOS	35	350013	350050	3554102
778500000000	FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE SAO PAULO	35	350015	350061	3550308
002900000992	PREFEITURA MUNICIPAL DE OLHOS DAGUA MG	31	310002	310009	3145455
010300000003	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410038	4119954
288200000000	UNIVERSIDADE CATOLICA DOM BOSCO	50	500002	500004	5002704
F3V900000009	INSTITUTO FEDERAL GOIANO	52	520005	520013	5218805
306200000002	UNIVERSIDADE PAULISTA	53	530001	530001	5300108
007900000004	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350006	350028	3538709
198100000000	UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA	41	410002	410005	4104303
107400000001	FACULDADE DE MEDICINA DO ABC	35	350015	350061	3547809
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23	230003	230016	2304400
811900000003	UNIVERSIDADE FEDERAL DE RORAIMA	25	250003	250017	2502151
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350015	350063	3551009
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51	510004	510017	5103403
001100000990	CLINICA AME	31	310010	310053	3159605
446900000000	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	25	250003	250017	2504009
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43	430003	430018	4316907
003900000001	FUNDACAO OSWALDO CRUZ	26	260005	260017	2611606
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31	310005	310018	3170206
985600043360	IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE	43	430005	430026	4314902
000800000994	LABORATORIO ENDOCRIMETA LTDA	43	430005	430026	4314902
306200000002	UNIVERSIDADE PAULISTA	35	350015	350061	3550308
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33	330006	330018	3304557
001000000998	BRAVA BEACH EMPREENDIMENTOS LTDA	42	420004	420013	4208203
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350004	350020	3506003
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350010	350039	3504008
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41	410004	410016	4111803
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32	320002	320005	3204906
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32	320004	320011	3200201
021100000005	UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	33	330006	330017	3305554
306200000002	UNIVERSIDADE PAULISTA	35	350003	350017	3502804
065800000000	INSTITUTO BUTANTAN	35	350015	350061	3550308
387300000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO	32	320001	320003	3201506
000900000996	ONE ADVISORY SERVICOS DE CONSULTORIA LTDA	33	330006	330018	3304557
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	35	350013	350050	3549904
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28	280003	280011	2800308
000600000990	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E MISSOES URI CAMPUS DE ERE	43	430001	430004	4307005
412700000002	FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE	43	430005	430026	4314902
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350005	350024	3503208
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43	430005	430026	4314902
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33	330005	330011	3306305
000300000995	INSTITUTO VIRTUAL INTERNACIONAL DE MUDANCAS GLOBAIS COPPE UFRJ	33	330006	330018	3304557
001200000991	CPFL ENERGIAS RENOVAVEIS	35	350015	350061	3550308
000200000993	CENTRO ESTUDOS AVANCADOS EM ECONOMIA APLICADA	35	350006	350028	3538709
066900000000	INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA	26	260005	260017	2611606
001100000990	FACULDADE UNIDA DE CAMPINAS	52	520003	520010	5208707
001400000995	UNIVERSIDADE ESTADUAL PAULISTA CAMPUS DE JABOTICABAL	35	350002	350013	3524303
478800000007	FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO	35	350001	350004	3549805
032100000000	UNIVERSIDADE NOVE DE JULHO	35	350015	350061	3550308
016700000000	UNIVERSIDADE FEDERAL DO RIO GRANDE	43	430007	430035	4315602
867100000004	UNIVERSIDADE FEDERAL DE ALFENAS	31	310010	310051	3151800
000100000002	UNIVERSIDADE FEDERAL DO MARANHAO	21	210001	210002	2111300
000500000999	DEPARTAMENTO NACIONAL DE AUDITORIA DO SUS	53	530001	530001	5300108
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22	220003	220009	2203909
000300000995	CENTRO INTEGRADO REABILITACAO E TERAPIA AQUATICA	33	330006	330018	3304557
000300000995	SECRETARIA DE SAUDE DO ESTADO DO RIO DE JANEIRO	33	330006	330018	3304557
046100000000	INSTITUTO FEDERAL DE SERGIPE	28	280003	280011	2800308
198100000000	UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA	41	410004	410015	4106407
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32	320003	320009	3205309
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43	430006	430029	4300406
061400000000	UNIVERSIDADE DE PERNAMBUCO	26	260002	260005	2611101
002600000997	COOPERATIVA OURO VERDE BAHIA	29	290007	290030	2913457
002800000001	UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI CAMPUS JK	31	310003	310010	3121605
768700000007	HOSPITAL SIRIO LIBANES	35	350015	350061	3550308
000200000993	NUCLEO DE DESENVOLVIMENTO EDUCACIONAL UFLA	31	310011	310057	3138203
003900000001	FUNDACAO OSWALDO CRUZ	11	110001	110001	1100205
520900000003	INSTITUTO FEDERAL DO TRIANGULO MINEIRO	31	310005	310018	3170206
033300000002	UNIVERSIDADE FEDERAL DE MINAS GERAIS	31	310002	310007	3143302
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43	430005	430026	4313409
IXXU00000008	INSTITUTO FEDERAL DE SAO PAULO	35	350001	350005	3511102
000900000007	UNIVERSIDADE DO VALE DO RIO DOS SINOS	43	430005	430026	4318705
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	50	500002	500004	5002704
000800000994	NUCLEO DE ESTUDOS EM SAUDE PUBLICA UNB	53	530001	530001	5300108
780900000000	FUNDACAO UNIVERSITARIA DE CARDIOLOGIA	43	430005	430026	4314902
002700000999	UNIVERSIDADE ESTACIO DE SA POS GRADUACAO STRICTO SENSU EM DIREITO	33	330006	330018	3304557
000200000993	SO ORTOPEDIA E TRAUMATOLOGIA	35	350015	350061	3550308
553800000008	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA	41	410006	410023	4104808
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	17	170002	170006	1718204
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	43	430007	430033	4314407
294800000006	UNIVERSIDADE ESTACIO DE SA	33	330006	330018	3304557
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43	430007	430033	4304663
438500000002	CENTRO DE PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC	35	350015	350061	3550308
032603005010	DEPARTAMENTO DE CIENCIAS SOCIAIS	33	330006	330018	3304557
125200000006	UNIVERSIDADE DO EXTREMO SUL CATARINENSE	42	420006	420019	4204608
IXXU00000008	INSTITUTO FEDERAL DE SAO PAULO	35	350012	350047	3525904
754000000004	UNIVERSIDADE FEDERAL DE RONDONIA	11	110002	110003	1100023
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29	290007	290032	2931350
833700000000	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	31	310007	310030	3106200
000900000996	NORTEAGRO NORTE AEROAGRICOLA LTDA	25	250003	250017	2502151
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25	250003	250015	2501500
169600000005	UNIVERSIDADE METODISTA DE PIRACICABA	35	350006	350028	3538709
530400000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	31	310002	310005	3157005
063700000001	GOVERNO DO ESTADO DE PERNAMBUCO	26	260003	260010	2608909
586600000000	UNIVERSIDADE VEIGA DE ALMEIDA	33	330006	330018	3304557
000400000997	UNIVERSIDADE DE MINAS GERAIS	31	310002	310007	3143302
002400000993	UNIVERSIDADE FEDERAL DE PERNAMBUCO CENTRO ACADEMICO DE VITORIA DE SANTO A	26	260004	260014	2616407
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29	290002	290004	2918407
001500000997	CLINICA TOMOVALE	35	350013	350050	3549904
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31	310005	310017	3134202
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13	130002	130003	1300607
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350008	350036	3541406
119300000003	UNIVERSIDADE DO ESTADO DE SANTA CATARINA	42	420002	420008	4209102
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22	220001	220002	2207702
870100000004	INSTITUTO NACIONAL DE METROLOGIA QUALIDADE E TECNOLOGIA	33	330006	330018	3304557
JLDY00000007	UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA	15	150006	150020	1504208
501600000001	UNIVERSIDADE LUTERANA DO BRASIL	43	430004	430022	4303004
024800000002	INSTITUTO AGRONOMICO DE CAMPINAS	35	350007	350032	3509502
870300000008	INSTITUTO DE ZOOTECNIA	35	350007	350032	3533403
059100000002	UNIVERSIDADE FEDERAL DE ITAJUBA	31	310007	310031	3131703
000300000995	ELETROBRAS ELETRONUCLEAR	33	330006	330018	3304557
498300000002	UNIVERSIDADE JOSE DO ROSARIO VELLANO	31	310010	310049	3101607
059100000002	UNIVERSIDADE FEDERAL DE ITAJUBA	31	310010	310056	3132404
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29	290005	290021	2927408
033500000006	UNIVERSIDADE FEDERAL DE SAO CARLOS	35	350012	350046	3552205
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52	520005	520017	5205109
506700000004	UNIVERSIDADE DO OESTE PAULISTA	35	350008	350036	3541406
749000000008	UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA	29	290006	290024	2918001
002500000995	CENTRO DE IMAGEM PILAR	41	410010	410037	4106902
020700000008	PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA	41	410010	410037	4125506
010300000003	UNIVERSIDADE FEDERAL DO PARANA	41	410006	410022	4117909
198100000000	UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA	42	420001	420001	4215554
884900000009	INSTITUTO EVANDRO CHAGAS	15	150003	150007	1500800
J2HF00000009	UNIVERSIDADE FEDERAL DO OESTE DO PARA	15	150001	150002	1506807
001700000990	DR BRUNO AMARAL MEDEIROS	23	230003	230016	2304400
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350002	350013	3524303
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23	230004	230018	2304103
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43	430004	430022	4303004
JA2300000000	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	35	350013	350050	3549904
985600043360	SANTA CASA DE MISERICORDIA DE PORTO ALEGRE	43	430005	430026	4314902
001700000990	EMBRAPA PESCA E AQUICULTURA	41	410008	410030	4117602
000500000999	CLINICA VETERINARIA BUENO	52	520003	520010	5208707
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350007	350032	3501608
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43	430006	430029	4322400
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	43	430002	430016	4302105
020700000008	PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA	41	410010	410037	4106902
000500000999	CARDIAL	35	350015	350061	3550308
J4D600000002	UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO BRASILEIRA	23	230002	230013	2300150
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	26	260002	260005	2611101
J8LU00000004	FUNDACAO PIO XII	35	350002	350009	3505500
000600000990	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO ARACATUBA	35	350003	350017	3502804
000200000993	HOSPITAL REGIONAL DE SAO JOSE DR HOMERO MIRANDA GOMES	42	420005	420016	4216602
047500000006	INSTITUTO FEDERAL SUL RIO GRANDENSE	43	430005	430026	4320008
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25	250004	250022	2507507
201100000003	FUNDACAO ANTONIO PRUDENTE	35	350015	350061	3550308
810400000006	UNIVERSIDADE TIRADENTES	28	280003	280011	2800308
000800000994	SHIMADZU DO BRASIL	35	350015	350057	3505708
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350013	350051	3518404
J1OR00000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	31	310010	310048	3144102
002100000998	LABORATORIO NACIONAL DE TECNOLOGIA DO BIOETANOL	35	350007	350032	3509502
158700000001	UNIVERSIDADE DE COIMBRA	31	310012	310062	3116704
000400000997	REALIZA SOLUCOES EM MEDICINA E SEGURANCA DO TRABALHO	43	430005	430026	4314902
081500000006	UNIVERSIDADE DO SAGRADO CORACAO	35	350004	350020	3506003
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51	510005	510021	5107602
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25	250003	250015	2501104
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	17	170001	170002	1702109
J1OU00000008	INSTITUTO NACIONAL DE CARDIOLOGIA	33	330006	330018	3304557
IWU400000003	UNIVERSIDADE FEDERAL DO ABC	35	350015	350061	3547809
000300000995	POLICIA CIVIL DO ESTADO DA PARAIBA	25	250001	250004	2510808
377800000002	UNIVERSIDADE VILA VELHA	32	320003	320009	3205200
